Entidad,Fecha,Fallecimientos
ZACATECAS,2020-06-10,2
ZACATECAS,2020-06-11,2
ZACATECAS,2020-06-12,1
ZACATECAS,2020-06-14,4
ZACATECAS,2020-06-15,3
ZACATECAS,2020-06-16,2
ZACATECAS,2020-06-17,5
ZACATECAS,2020-06-18,6
ZACATECAS,2020-06-19,1
ZACATECAS,2020-06-20,2
ZACATECAS,2020-06-21,2
ZACATECAS,2020-06-22,1
ZACATECAS,2020-06-23,2
ZACATECAS,2020-06-24,1
ZACATECAS,2020-06-25,2
ZACATECAS,2020-06-26,3
ZACATECAS,2020-06-28,4
ZACATECAS,2020-06-29,3
ZACATECAS,2020-06-30,4
ZACATECAS,2020-07-01,3
ZACATECAS,2020-07-02,6
ZACATECAS,2020-07-03,3
ZACATECAS,2020-07-04,1
ZACATECAS,2020-07-05,1
ZACATECAS,2020-07-06,3
ZACATECAS,2020-07-07,7
ZACATECAS,2020-07-08,5
ZACATECAS,2020-07-09,3
ZACATECAS,2020-07-10,6
ZACATECAS,2020-07-11,4
ZACATECAS,2020-07-12,4
ZACATECAS,2020-07-13,1
ZACATECAS,2020-07-14,5
ZACATECAS,2020-07-15,7
ZACATECAS,2020-07-16,4
ZACATECAS,2020-07-17,3
ZACATECAS,2020-07-18,6
ZACATECAS,2020-07-19,4
ZACATECAS,2020-07-20,4
ZACATECAS,2020-07-21,5
ZACATECAS,2020-07-22,2
